label_id,label_name,post_content
0,sales,"𝐐𝐮𝐲̃ 𝐜𝐚̆𝐧 𝐜𝐡𝐮𝐲𝐞̂̉𝐧 𝐧𝐡𝐮̛𝐨̛̣𝐧𝐠 𝐫𝐞̉ 𝐧𝐡𝐚̂́𝐭 𝐭𝐡𝐚́𝐧𝐠 1 𝐕𝐇𝐎𝐏𝟐-𝟑 𝐋𝐢𝐞̂̀𝐧 𝐤𝐞̂̀ - 𝐒𝐡𝐨𝐩𝐡𝐨𝐮𝐬𝐞 Hải Âu ( 48m): 7,4 tỷ ( ht 2 tầng) Chà Là ( 48m): 7,95 tỷ bp ( ht 5 tầng) Hải âu ( 56m): 8 tỷ Ánh Dương ( 54m): 8,6 tỷ bp Sao biển ( 56m): 8,6 tỷ bp Vịnh Thiên Đường ( 54m): 8,8 tỷ Sao biển ( 58,5m2): 8,8 tỷ Ánh Dương ( 60m): 9,6 tỷ bao phí Phố biển ( 56m2/đối diện chung cư): 9,6 tỷ Hải Âu ( 65m): 9,3 tỷ ( ht 2 tầng) Chà Là ( 70m): 10,5 tỷ San Hô ( 70m2): 11,1 tỷ Đảo Dừa ( 70m): 11,3 tỷ Thời Đại ( 68m/view vườn hoa): 10,2 tỷ Vịnh Thiên Đường ( 60m): 10,xx tỷ Vịnh Tây ( 75m): 10,5 tỷ ( đông nam) Vịnh Tây ( 75m2): 14,5 tỷ bp ( đối diện chung cư Masterise) Kinh Đô ( 75m2/ gần Vincom): 14,5 tỷ bao phí Biển Xanh ( 90m/ gần chung cư): 21 tỷ 𝐗𝐞̉ 𝐤𝐡𝐞, 𝐜𝐚̆𝐧 𝐠𝐨́𝐜 Hải Âu ( xẻ khe/72m): 9 tỷ Cọ xanh ( xẻ khe/87,5m): 12 tỷ bp Đảo Dừa ( xẻ khe/84m): 12,3 tỷ bp Thời Đại ( xẻ khe/91m): 12,5 tỷ Sao biển ( xẻ khe/97,5m): 12,6 tỷ Chà Là ( xẻ khe/98m): 13 tỷ bp Sao Biển ( góc/70m): 15 tỷ 𝐁𝐢𝐞̣̂𝐭 𝐭𝐡𝐮̛̣ 𝐬𝐢𝐞̂𝐮 𝐕𝐈𝐏 Tứ lập ( Cọ xanh/120m): 17 tỷ Tứ lập ( Đảo dừa/120m): 18,5 tỷ Song lập ( San Hô/120m): 22 tỷ Song lập ( Vịnh Tây/136m): 25,5 tỷ bp Song lập ( Đảo Dừa/136m): 28 tỷ Đơn lập ( 210m): 29 tỷ bp HĐMB/ sổ đỏ sở hữu lâu dài 𝐄 𝐧𝐡𝐚̣̂𝐧 𝐤𝐲́ 𝐠𝐮̛̉𝐢 𝐦𝐮𝐚 𝐛𝐚́𝐧, 𝐜𝐡𝐮𝐲𝐞̂̉𝐧 𝐧𝐡𝐮̛𝐨̛̣𝐧𝐠 𝐕𝐇𝐎𝐏𝟐-𝟑 Liên hệ e: 0366049365 #chuyennhuong #vhop2 #vhop3 #theempire #chothue"
0,sales,"CẦU GIẤY – 32M – NGÕ Ô TÔ TRÁNH Nhà mới, thiết kế hiện đại – sang trọng, vào ở ngay Vị trí đẹp, ngõ rộng ô tô tránh, khu dân trí cao Giá: 10.48 tỷ (có thương lượng) Liên hệ: Em Thương – 0357 245 817"
0,sales,"ĐỐI DIỆN BÃI TẮM GIO HẢI – SÁT NÁCH T&T Trục thẳng ra bãi tắm, vị trí cực đẹp Cách đường quốc phòng chỉ vài bước chân Diện tích: 10.2 × 23.24m – full thổ cư, xây dựng ngay Hướng: Tây Bắc Sổ hồng sẵn – công chứng nhanh Giá: 15xx Liên hệ: 0934.884.456( có zalo )"
0,sales,"ĐỐI DIỆN BÃI TẮM GIO HẢI – SÁT NÁCH T&T Trục thẳng ra bãi tắm, vị trí cực đẹp Cách đường quốc phòng chỉ vài bước chân Diện tích: 10.2 × 23.24m – full thổ cư, xây dựng ngay Hướng: Tây Bắc Sổ hồng sẵn – công chứng nhanh Giá: 15xx Liên hệ: 0934.884.456( có zalo )"
0,sales,"​ SIÊU PHẨM ĐÔNG NGÀN ,ĐÔNG ANH - 80M2 FULL THỔ CƯ - SÁT VIN CỔ LOA & CẦU ĐÔNG TRÙ VỊ TRÍ ĐẮC ĐỊA: ​Nằm tại khu vực phát triển nóng nhất Đông Anh. ​Kết nối cực nhanh: Gần cầu Đông Trù, cầu Nhật Tân ,cầu tứ liên và đại dự án Vinhomes Cổ Loa. ​Giao thông thuận tiện, đường thông thoáng, ô tô vào tận đất. ​ ​Diện tích: 80m2 (Full thổ cư). ​Mặt tiền: 6m ​Hiện trạng: Có nhà cấp 4 sạch sẽ, chủ đang ở, giữ gìn cẩn thận. ​ ​Tiện ích đầy đủ: Gần chợ, trường học, trạm y tế... không thiếu thứ gì. ​Khu vực dân trí cao, an ninh tốt, hàng xóm thân thiện. ​Pháp lý: Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng sang tên ngay trong ngày. ​ GIÁ ĐẦU TƯ HAY Ở ĐỀU OK ​ LIÊN HỆ XEM ĐẤT NGAY: Hotline: 0918645645 ​ #BanDatDongAnh #BanDatDongHoi #VinCoLoa #BatDongSanDongAnh #CauDongTru #DatNenHaNoi"
0,sales,"BÁN NHÀ - PHÚ LƯƠNG - DT 31 M2 - 5 TẦNG - GIÁ NHỈNh 6 TỶ. Vị trí đất gần ô tô, ngõ rộng, cách QL6,QL 21B mấy bước chân. Gần vành đai 4, BX Yên Nghĩa, BV Nhi Hà Nội....ĐH Đại Nam, CĐ Thương Mai, chợ.......thông sang Cienco 5... Tầng 1: Phòng khách, bếp, WC - Tầng 2,3,4 gồm 3 phòng ngủ, WC- Tầng 5: PT, sân phơi rộng rãi Sổ đỏ đẹp sẵn sàng giao dịch Gọi xem nhà"
0,sales,"VÕ THỊ SÁU - NGAY TRẦN KHÁT CHÂN CĂN NHÀ 33M² MẶT TIỀN 5.5M VỚI TẦM GIÁ 7TỶ NGÕ THÔNG - GẦN HỒ - GẦN PHỐ (5' LÊN HỒ GƯƠM) NGAY KHU BÁCH KINH XÂY ĐẦY ĐỦ TIỆN ÍCH Nhà đẹp nội thất mới tinh . vị trí đắc địa ở ngay trung tâm Hai Bà Trưng Mặt tiền rộng thoáng , khu dân trí cao , rất nhiều sự tiện lợi Sổ đỏ chính chủ sẵn sàng giao dịch LH : 0333688656 EM THƯƠNG (CHUYÊN NHÀ CHÍNH CHỦ) #bachmai #vothisau #trankhatchan #thinhliet #hoangmai #giaiphong #hoangliet #ngochoi #thanhtri #linhdam #tanmai #bachkhoa #truongdinh #daila #minhkhai #hoguom #phovong #phohue #hoguom"
0,sales,"Thanh Nhàn - Trung Tâm HBT Dân Xây Độc Lập 5 Tầng 5 Ngủ Full Nội thất Ở luôn . Sổ vuông đẹp Giá hơn 8 tỷ còn TL Duy nh ất một căn diện tích rộng , giá tốt anh chị quan tâm nhanh . Lh 0362337972 để xem nhà . Tiktok : Review Nhà Giá Rẻ"
0,sales,"Thanh Nhàn - Trung Tâm HBT Dân Xây Độc Lập 5 Tầng 5 Ngủ Full Nội thất Ở luôn . Sổ vuông đẹp Giá hơn 8 tỷ còn TL Duy nh ất một căn diện tích rộng , giá tốt anh chị quan tâm nhanh . Lh 0362337972 để xem nhà . Tiktok : Review Nhà Giá Rẻ"
0,sales,"CĂN HỘ DÒNG TIỀN – TRUNG TÂM THANH XUÂN 30M RA MẶT PHỐ – 10 PHÒNG KHÉP KÍN – FULL NỘI THẤT Quan Nhân – Thanh Xuân Giá: 13,88 TỶ Diện tích 45m² x 6 tầng Mặt tiền siêu rộng 6,6m – cực hiếm Thực tế xây 7 tầng có thang máy Thông tin nổi bật: Cách mặt phố Quan Nhân chỉ 30m 150m ra Vành Đai 2 & 2.5, giao thông thuận tiện Khu vực đông sinh viên – dân văn phòng, nhu cầu thuê luôn cao Thiết kế 10 phòng khép kín, full nội thất Trang bị PCCC cơ bản, vận hành ổn định Dòng tiền hiện tại: 50 – 60 triệu/tháng Liên hệ Kim Phượng 0987702837 #dongtien #thanhxuan #13ty #thangmay #nhamoi"
0,sales,"NHỈNH 7 TỶ- TRẦN KHÁT CHÂN- CẠNH PHỐ CỔ NGÕ NÔNG KINH DOANH- CÓ SỔ ĐỎ- KHÔNG QUY HOẠCH Mô tả: - Vị trí gần mặt phố, 3 gác đỗ cửa tránh xe máy - Căn này ở ngã tư Trần Khát Trân,Giải Phóng, Nguyễn Khoái , Ngã tư Sở kết mối Phố Huế lên Phố Cổ cực nhanh - 5p ra Hồ Gươm, Đại Học:Bách-Kinh-Xây, Vincom Bà Triệu, Bệnh viện Quân Đội Thiết kế: - 5 tầng 3 ngủ 4 vệ sinh đầy đủ công năng - DT:33 M2 Sổ đỏ chính chủ LH em Lợi 0379456938 xem nhà"
0,sales,"TRỤC CHÍNH KINH DOANH VIP CAO XÁ -DŨNG TIẾN - nay thuộc XÃ THƯỢNG PHÚC **Diện Tích: 85m2 **Mặt Tiền :4,5m Đường Trục chính đường thông ô tô tránh **Vị trí Kinh doanh đắc địa buôn bán cả thế giới Dân cư giàu có tiện ích bao quanh 0965586284"
0,sales,"BÁN ĐẤT BẮC HỒNG – ĐÔNG ANH | NGÕ Ô TÔ 7 CHỖ ĐỖ CỬA | GIÁ ĐẦU TƯ CHỈ 2.9 Tỷ Vị trí: Bến Trung – Phúc Thịnh (mới), Bắc Hồng, Đông Anh, Hà Nội Diện tích: 40m² – đất vuông vắn, thổ cư 100% Đường: Ngõ thông, ô tô 7 chỗ vào tận đất, đỗ cửa thoải mái Tiện ích xung quanh: Cách 50m ra trục đường chính kinh doanh 200m tới trường học – chợ – bến xe buýt 40m ra đường Bắc Hồng Gần dự án Vinhomes, ga Bắc Hồng Khu dân cư đông đúc, trung tâm, tiện ích đầy đủ Giá: Đầu tư cực tốt – mua ở rất đẹp (giá thương lượng) Pháp lý: Sổ đỏ chính chủ – công chứng sang tên trong ngày Liên hệ: Em Lâm – 0912 990 805"
0,sales,Chính chủ cần bán 52m2 full đất ở kinh doanh được Sơn Tây sẵn nhà chỉ việc ở kinh doanh sát cạnh đối diện là khu đô thị hud sơn tây trung tâm nội thị giá đầu tư lh e Quỳnh 0364044444 lv chính chủ
0,sales,"Căn góc 3PN đáng mơ ước – Trung tâm Cầu Giấy – Đi lại cực tiện Giá hấp dẫn chỉ 7 tỷ – Nội thất đẳng cấp – View không thể chê Căn góc, các phòng đều có ánh sáng tự nhiên • Gần trường học – chợ – bệnh viện – công viên – văn phòng • Khu dân trí cao, an ninh tốt, ở sướng Hàng hiếm, xem nhà là thích Zalo: 0965887988"
0,sales,"Lô đât biển Vĩnh Thái - Quảng Trị là 1 trong những bãi tắm sạch đẹp nhất cả nước . 2 lô liền kề với dt 7x 27m và 8x 27m với tổng dt 405 m2 trong đó có 140m2 đất ở . Vị trí đắt địa nằm ngay đường quốc phòng biển chỉ cách biển 20m . Nằm sát ngay 2 con đường ven biển chạy qua giao thông thuận lợi hứa hẹn 1 bds tiềm năng Mặt bằng cao ráo , pháp lý rõ ràng sổ hồng trao tay công chứng liền tay Giá siêu đầu tư chỉ 7xxtr/1 lô lh :0911.056.313 để biết thêm thông tin về lô đất nhé"
0,sales,"Bán nhà Tổ 15 Yên Nghĩa – Hà Đông DT 37/42m² | Giá 3,390 tỷ – thấp nhất khu vực Full nội thất – sổ đỏ cất két, giao dịch ngay Thiết kế có gác xép: 2 ngủ – 2 WC, đủ công năng Cách 2 nhà ra trục chính ô tô, sát đường lớn LH Zalo: Em Lợi – 0984 781 625"
0,sales,"CẦU GIẤY – PHÂN LÔ VIP – 3 Ô TÔ TRÁNH – KD/VĂN PHÒNG – 5 TẦNG – 44M² – 15 TỶ Vị trí cực hiếm : Trước nhà đường nhựa rộng 8m , 3 ô tô tránh nhau thoải mái , chỉ 15m ra mặt phố . Khu phân lô dân trí cao , phù hợp kinh doanh – làm văn phòng – để ở đều quá hợp lý. Nhà 5 tầng dân xây chắc chắn , kết cấu bền vững, có thể cải tạo lắp thang máy , tối ưu công năng và giá trị khai thác. Sổ đỏ vuông đẹp – pháp lý chuẩn, giao dịch nhanh. Hà Thoại 8386 – 081.830.8386 Nhà thật – vị trí hiếm – làm việc trực tiếp."
